alabojiao 阿拉伯胶
danyuanbinggan 蛋圆饼干
danzaoxiangluopian 淡糟香螺片
danzhuqishui 弹珠汽水
dangguigouqimianxian 当归枸杞面线
dangguihongzaotangchongji 当归红枣汤冲剂
dangguiji 当归鸡
dangguizhangrou 当归獐肉
dangshanli 砀山梨
dangshenhuangqidunjitang 党参黄芪炖鸡汤
dangshenmaidongshouroutang 党参麦冬瘦肉汤
dangshenshengyu 党参生鱼
dangshenyangrou 党参羊肉
daogu 稻谷
daojiu 道酒
daolang 刀狼
daoshanmitang 岛山米糖
daoxiangchunnanweishipin 稻香春南味食品
deguopijiu 德国啤酒
deguorulaodangao 德国乳酪蛋糕
dejiangyingguolaoheipi 得奖英国老黑啤
deshishengzhixiangjiaojuan 德式生汁香蕉卷
deshitudouni 德式土豆泥
detaimaiyagao 德泰麦芽糕
dengcaogao 灯草糕
dengxingao 灯芯糕
dengyingniurou 灯影牛肉
dengyingniurougan 灯影牛肉干
dengyingshaopian 灯影苕片
dichunpijiu 低醇啤酒
didantoudunzhuyuezhan 地胆头炖猪月展
diguabing 地瓜饼
diguatang 地瓜糖
dijinmianfen 低筋面粉
dijuguotang 低聚果糖
dikaibao 迪凯堡
diligao 地栗糕
dimenbocaiye 地扪菠菜叶
disanxian 地三鲜
ditangmijian 低糖蜜饯
diyaliusuanna 低亚硫酸钠
dizhizhishidangao 低脂芝士蛋糕
dianbajian 滇八件
dianbajiangaodian 滇八件糕点
dianfanguoyanjushousiji 电饭锅盐焗手撕鸡
dianfen 淀粉
dianfenlinsuanzhina 淀粉磷酸酯钠
dianfenmei 淀粉酶
dianfenruantang 淀粉软糖
dianhongcha 滇红茶
dianjiangdouhua 垫江豆花
dianjiezhiyinliao 电解质饮料
dianlan 靛蓝
dianlanlvsedian 靛蓝铝色淀
dianlv 滇绿
dianweichaomian 滇味炒面
dingbenxiangjiao 丁苯橡胶
dingbianyanggaorou 定边羊羔肉
dingertong 丁二酮
dingguagua 顶呱呱
dinghaiyajian 定海芽尖
dinghushangsu 鼎湖上素
dingjibeilini 顶级贝利尼
dingjiqiangjihuixiangmi 丁基羟基茴香醚
dingjixiangjiao 丁基橡胶
dingshenggao 定胜糕
dingsuan 丁酸
dingsuanbianzhi 丁酸苄酯
dingsuandingzhi 丁酸丁酯
dingsuanyiwuzhi 丁酸异戊酯
dingsuanyizhi 丁酸乙酯
dingtong 丁酮
dingxianrusuandingzhi 丁酰乳酸丁酯
dingxiangfen 丁香酚
dingxiangjiangtang 丁香姜糖
dingxianglan 丁香榄
dingxiangpaigu 丁香排骨
dingxiangya 丁香鸭
dingxuegonggao 顶雪贡糕
donganji 东安鸡
donganziji 东安子鸡
dongbeijiu 东北酒
dongbilongzhu 东壁龙珠
dongbilongzhu 东璧龙珠
dongcaidunya 冬菜炖鸭
dongcaikourou 冬菜扣肉
dongcairoumo 冬菜肉末
dongchongcaodunshuiyu 冬虫草炖水鱼
dongchongxiacaoguitang 冬虫夏草龟汤
dongchongxiacaohuifanqie 冬虫夏草烩番茄
dongdingwulong 洞顶乌龙
dongdoufujinzhen 冻豆腐金针
dongfanghaichuan 东方海川
dongfangmengteer 东方蒙特尔
donggubatonghao 冬菇扒茼蒿
donggujijiaotang 冬菇鸡脚汤
donggumatixiancaidoufugeng 冬菇马蹄苋菜豆腐羹
dongguoujia 冬菇藕夹
donggushaotijin 冬菇烧蹄筋
dongguxueerzhuyitang 冬菇雪耳猪胰汤
dongguabaotang 冬瓜煲汤
dongguabiequngeng 冬瓜鳖裙羹
dongguadunpaigu 冬瓜炖排骨
dongguajianjiao 冬瓜煎饺
donggualiyutang 冬瓜鳢鱼汤
donggualianguotang 冬瓜连锅汤
dongguapaiguhaidaitang 冬瓜排骨海带汤
dongguapaiguqingtang 冬瓜排骨清汤
dongguatangpu 冬瓜汤谱
dongguaxianheyebaoya 冬瓜鲜荷叶煲鸭
dongguayan 冬瓜燕
dongguazhusunji 冬瓜竹笋鸡
dongjiangcai 东江菜
dongjiangdoufubao 东江豆腐煲
dongjiangyanjuji 东江盐焗鸡
dongpobianyu 东坡鳊鱼
dongpochunjiukuai 东坡春鸠脍
dongpofangrou 东坡方肉
dongporou 东坡肉
dongpozhengzhutou 东坡蒸猪头
dongpozhouzi 东坡肘子
dongrongsu 冬蓉酥
dongshanwudoufupi 东山坞豆腐皮
dongshuicha 冻水茶
dongsungepu 冬笋鸽脯
dongsunlijisi 冬笋里脊丝
dongsunsanhuangji 冬笋三黄鸡
dongsunxiajuan 冬笋虾卷
dongsunxuecaihuangyutang 冬笋雪菜黄鱼汤
dongtingjingui 洞庭金龟
dongtingshuian 洞庭水岸
dongwuyou 动物油
dongxiangyanyu 侗乡腌鱼
dongxingtianjijing 冬杏田鸡精
dongyingong 东阴宫
dongzao 冬枣
doubanhaishen 豆瓣海参
doubanjiyu 豆瓣鲫鱼
doubanxianyou 豆瓣鲜鱿
doubanxianyu 豆瓣鲜鱼
doubanyutiao 豆瓣鱼条
doubanzhouzi 豆瓣肘子
douchibanliangfen 豆豉拌凉粉
douchixiaolajiao 豆豉小辣椒
douchiyu 豆豉鱼
doufuchaojiucai 豆腐炒韭菜
doufudacaigao 豆腐大菜糕
doufujiyu 豆腐鲫鱼
doufuli 豆腐蛎
doufupaigu 豆腐排骨
doufuwanzi 豆腐丸子
doufuxianyutoutang 豆腐咸鱼头汤
doufuxieroujiliantang 豆腐蟹肉忌廉汤
doufuzhishidangao 豆腐芝士蛋糕
doufuzhishisanmingzhi 豆腐芝士三明治
dougao 斗糕
dougunianyu 豆鼓鲇鱼
douguyu 豆鼓鱼
doujiangguamian 豆浆挂面
doujiaochaoroupian 豆角炒肉片
doumenfan 豆焖饭
doumiangao 豆面糕
doumianqiu 豆面球
doumiansutang 豆面酥糖
doumiaochaojipian 豆苗炒鸡片
doumiaochaoxiapian 豆苗炒虾片
doumiaojisi 豆苗鸡丝
doumiaomogutang 豆苗蘑菇汤
doumiaoxiaren 豆苗虾仁
doumotang 豆末糖
dounihetao 豆泥核桃
dounihongzao 豆泥红枣
dourongniangpipa 豆茸酿枇杷
douru 豆乳
douruyinliao 豆乳饮料
doushabao 豆沙包
doushafanggao 豆沙方糕
doushagao 豆沙糕
doushalianggao 豆沙凉糕
doushasonggao 豆沙松糕
doushawandouhuang 豆沙碗豆黄
doushaxibing 豆沙细饼
doushayuebing 豆沙月饼
douxiangmaci 豆香麻糍
douyabanfentiao 豆芽拌粉条
douyaguantou 豆芽罐头
douyatang 豆芽汤
douyaxiancai 豆芽咸菜
douyou 豆油
douzhazhutou 豆渣猪头
douzhi 豆汁
douzhiguantou 豆质罐头
dubennei 杜本内
dudushaomai 都督烧麦
dumeisu 杜梅酥
durensutang 杜任酥糖
duzhongpaigudun 杜仲排骨炖
duzhongshanzhazhudutang 杜仲山楂猪肚汤
duzhongyaohua 杜仲腰花
duandaimochamusidangao 缎带抹茶慕斯蛋糕
duiqiangjibenjiasuanbingzhina 对羟基苯甲酸丙酯钠
duiqiangjibenjiasuanjiazhina 对羟基苯甲酸甲酯钠
duiqiangjibenjiasuanyizhi 对羟基苯甲酸乙酯
duiqiangjibenjiasuanzhi 对羟基苯甲酸酯
duncaihe 炖菜核
dundiaozi 炖吊子
dundoufuzhutixianggu 炖豆腐猪蹄香菇
dunganlanluotoutang 炖橄榄螺头汤
dunhechong 炖禾虫
dunjizhi 炖鸡汁
dunkoumolongfengzhu 炖口蘑龙凤珠
dunningmengya 炖柠檬鸭
dunniuzhang 炖牛掌
dunrenshentang 炖人参汤
dunrou 炖肉
dunyangrou 炖羊肉
duocaibingpiyuebing 多彩冰皮月饼
duocainanguafanzhong 多彩南瓜饭盅
duoheshui 多喝水
duojia 多佳
duojiaopangyutou 剁椒胖鱼头
duojiaoxiaoyutou 剁椒小芋头
duojiaoyutou 剁椒鱼头
duojiaozhengbianyu 剁椒蒸鳊鱼
duosuikezong 多穗柯棕
duotinuo 多提诺
duoweiguo 多味果
duoweihuanggua 多味黄瓜
duoyilaziji 朵颐辣子鸡
eerninuojiweijiu 厄尔尼诺鸡尾酒
egan 鹅肝
eganjiang 鹅肝酱
eganpi 鹅肝坯
ehuangrou 鹅黄肉
ejiaodunrou 阿胶炖肉
ejiaoniuroutang 阿胶牛肉汤
ejiaoyangyinzhou 阿胶养阴粥
eli 鳄梨
eluosikemaimianbao 俄罗斯稞麦面包
emeigao 峨眉糕
erou 鹅肉
eruicha 峨蕊茶
eshibanjianghucai 鹅石板江湖菜
eshikafei 俄式咖啡
exiugao 峨秀糕
enjitangqiuligao 恩济堂秋梨膏
enniaisi 恩尼艾斯
enshiyulucha 恩施玉露茶
erbenmi 二苯醚
erdingjiqiangjijiaben 二丁基羟基甲苯
erhaigongyu 洱海弓鱼
erhaihaicai 洱海海菜
erjiajibianjiyuanchun 二甲基苄基原醇
erjiajiertansuanyan 二甲基二碳酸盐
erjiajijuguiyangwan 二甲基聚硅氧烷
erjietuding 二姐兔丁
erkuai 饵块
erlvbenyangyisuan 二氯苯氧乙酸
erouzhi 二藕汁
erqingxiangdousu 二氢香豆素
ersi 饵丝
ertongchabing 儿童茶饼
ertonggaizhibinggan 儿童钙质饼干
erxianshaoyangrou 二仙烧羊肉
eryanghuagui 二氧化硅
eryanghualiu 二氧化硫
eryanghualv 二氧化氯
eryanghuatai 二氧化钛
eryanghuatan 二氧化碳
facaihaochitang 发菜蚝豉汤
facaihaoshi 发财好事
facaihuanghua 发菜黄花
facan 法餐
fagun 法棍
faguohongmofang 法国红磨坊
fajiaobinggan 发酵饼干
fajiaocufengmimeiguoyinliao 发酵醋蜂蜜梅果饮料
fashiniuyouzhayu 法式牛油炸鱼
fashirulaodangao 法式乳酪蛋糕
fashirulaoyuebing 法式乳酪月饼
fashitaozibuding 法式桃子布丁
fasibaiye 发丝百页
fasibaiye 发丝百叶
faxiang 法香
fanlizhi 番荔枝
fanqiebandoufu 番茄拌豆腐
fanqiechaodoufu 番茄炒豆腐
fanqiechaoxilanhua 番茄炒西兰花
fanqiedanhuatang 番茄蛋花汤
fanqiedoufu 番茄豆腐
fanqiehaizhe 番茄海蜇
fanqiejibao 蕃茄鸡煲
fanqiejidan 番茄鸡蛋
fanqiejiang 番茄酱
fanqieniurougeng 番茄牛肉羹
fanqiepaodantang 番茄泡蛋汤
fanqierousongsanwenzhi 番茄肉松三文治
fanqieshuzainiuweitang 番茄薯仔牛尾汤
fanqiesongshuyu 番茄松鼠鱼
fanqieyaoliu 番茄腰柳
fanqieyupian 番茄鱼片
fanqiezhuhongshanyu 番茄煮红衫鱼
fanshayutou 反沙芋头
fanshiliu 番石榴
fantangguojixiangqidangao 翻糖国际象棋蛋糕
fangbianmifen 方便米粉
fangbianmian 方便面
fangbianzhou 方便粥
fangfuji 防腐剂
fanglayu 方腊鱼
fangtang 方糖
fangyuzhengji 方鱼蒸鸡
fangzhangchun 芳樟醇
feichangdouhua 肥肠豆花
feichanglonglong 肥肠笼笼
feichangnanshi 非常男士
feicuidoufu 翡翠豆腐
feicuiganbeidongronggeng 翡翠干贝冬茸羹
feicuijichi 翡翠鸡翅
feicuiqunbian 翡翠裙边
feicuiyaozhugeng 翡翠瑶柱羹
feicuiyiner 翡翠银耳
feicuiyuding 翡翠鱼丁
feicuiyushan 翡翠玉扇
feicuiyuzhou 翡翠鱼粥
feicuiyuzhu 翡翠鱼珠
feicuiyuanyangdai 翡翠鸳鸯带
feitengkele 沸腾可乐
feitengyangrou 沸腾羊肉
feitengyu 沸腾鱼
fenfangmochasu 芬芳抹茶酥
fenlanmianbao 芬兰面包
fenpi 粉皮
fenpibairou 粉皮白肉
fenpilayu 粉皮辣鱼
fensijugaoxie 粉丝焗膏蟹
fensixianggudantang 粉丝香菇蛋汤
fentangyangxue 粉汤羊血
fenzhengguiyu 粉蒸鳜鱼
fenzhengniurou 粉蒸牛肉
fenzhengniuyangrou 粉蒸牛羊肉
fenzhengpaigu 粉蒸排骨
fenzhengrou 粉蒸肉
fenzhengyangrou 粉蒸羊肉
fengchaodangao 蜂巢蛋糕
fengchesu 风车酥
fengchengdongmitang 丰城冻米糖
fengdunmudan 风炖牡丹
fengdunmudan 凤炖牡丹
fenggansu 凤干酥
fenggao 蜂糕
fenghuangchushi 凤凰出世
fenghuangluobo 凤凰萝卜
fenghuangpawo 凤凰趴窝
fenghuangshejiancha 凤凰舌尖茶
fenghuangshuixiancha 凤凰水仙茶
fenghuangyuchi 凤凰鱼翅
fenghuangyudu 凤凰鱼肚
fenghuangzhanchi 凤凰展翅
fengjinlongzhua 凤筋龙爪
fengligaliji 凤梨咖喱鸡
fengliguluxiaqiu 凤梨咕噜虾球
fengliguantou 凤梨罐头
fengliguoni 凤梨果泥
fenglihuipaigu 凤梨烩排骨
fenglihuotuidanbengguo 凤梨火腿蛋琣果
fenglitangyuan 凤梨汤圆
fenglixieliu 凤梨蟹柳
fenglinqiezi 风林茄子
fengmidanbainaitang 蜂蜜蛋白奶糖
fengmifajiaoyingyangyinliao 蜂蜜发酵营养饮料
fengmiliangzongzi 蜂蜜凉棕子
fengmiluhuiguoli 蜂蜜芦荟果粒
fengmimatang 蜂蜜麻糖
fengnianguotang 丰年果糖
fengpuzhenzhu 凤脯珍珠
fengqingbabajuan 风庆粑粑卷
fengqingyangliu 风情羊柳
fengshoulongzhou 丰收龙舟
fengtunchi 凤吞翅
fengwangruantang 蜂王软糖
fengweijinyu 凤尾金鱼
fengweilachangjuan 风味腊肠卷
fengweinanmeiluo 风味南美螺
fengweiqunchi 凤尾群翅
fengweisu 凤尾酥
fengweixiapai 凤尾虾排
fengweiyangtui 风味羊腿
fengweiyaohua 凤尾腰花
fengweiyuguantou 凤尾鱼罐头
fengwotudou 蜂窝土豆
fengximudan 凤戏牡丹
fengxiangdouhuapaomo 凤翔豆花泡馍
fengxianglalvrou 凤翔腊驴肉
fengyanqiubo 凤眼秋波
fengyangniangdoufu 凤阳酿豆腐
foshanmanggongbing 佛山盲公饼
foshoubao 佛手包
foshouguangdu 佛手广肚
foshouhaishen 佛手海参
foshoujinjuan 佛手金卷
foshoumijian 佛手蜜饯
foshoupaigu 佛手排骨
foshousansi 佛手三丝
foshousu 佛手酥
foshouzhuzi 佛手珠子
fotiaoqiang 佛跳墙
fuchennianzaodan 府陈年糟蛋
fuchuanmizao 富川蜜枣
fuchunji 富春鸡
fuchunjiangshiyu 富春江鲥鱼
fudinglianxinchabaihaoyinzhencha 福鼎莲芯茶白毫银针茶
fufenglugao 扶风鹿糕
fufenglugaomo 扶风鹿羔馍
fuguihuangjinjuan 富贵黄金卷
fuguishousiji 富贵手撕鸡
fuguiyouyu 富贵有鱼
fujiancai 福建菜
fujiansheng 福建省
fulingbing 茯苓饼
fulingbinggan 茯苓饼干
fulinggao 茯苓糕
fulingjingu 茯苓金菇
fulingyinergedan 茯苓银耳鸽蛋
fumasuan 富马酸
fumasuanyatie 富马酸亚铁
funingdagao 阜宁大糕
fupenzi 覆盆子
fupenzitong 复盆子酮
fupibaohuangyu 腐皮包黄鱼
fupiroujuan 腐皮肉卷
fupixiabao 腐皮虾包
fupingtaihoubing 富平太后饼
fuqifeipian 夫妻肺片
furongcaixin 芙蓉菜心
furongdaxia 芙蓉大虾
furongdan 芙蓉蛋
furongganbei 芙蓉干贝
furonggao 芙蓉糕
furonghaibang 芙蓉海蚌
furonghaidi 芙蓉海底
furonghaishen 芙蓉海参
furongjiyu 芙蓉鲫鱼
furongluwei 芙蓉鹿尾
furongsibao 芙蓉四宝
furongtaoxie 芙蓉套蟹
furongxie 芙蓉蟹
furongyancai 芙蓉燕菜
furongyugu 芙蓉鱼骨
furongyujiao 芙蓉鱼角
furubing 腐乳饼
fushanshaoxiaoji 福山烧小鸡
fushoulinmen 福寿临门
fuwanli 富万利
fuxijiaomu 富硒酵母
fuxianhukanglangyu 抚仙湖抗浪鱼
fuyangbansu 富阳板粟
fuyoubao 富油包
fuyoujipian 浮油鸡片
fuyuanru 复原乳
fuyuantang 复元汤
fuzhoucasubing 抚州擦酥饼
fuzhoulongxuchangchunyan 福州龙须长春燕
fuzhoumolihuacha 福州茉莉花茶
fuzhuwandouzhou 腐竹豌豆粥
galicaihua 咖喱菜花
galichaogansi 咖喱炒干丝
galijisigeng 咖喱鸡丝羹
galijiao 咖喱饺
galimenji 咖喱焖鸡
galiniupai 咖喱牛排
galiniurou 咖喱牛肉
galiniuroubosu 咖喱牛肉擘酥
galiniuroujiao 咖喱牛肉饺
galiyingtao 咖喱樱桃
gaixingdadoulinzhi 改性大豆磷脂
ganansuan 甘氨酸
ganansuanxin 甘氨酸锌
ganbajun 干巴菌
ganbai 干白
ganbeihaitangguo 干贝海棠果
ganbeiluobotang 干贝萝卜汤
ganbeishuijingji 干贝水晶鸡
ganbeitang 干贝汤
ganbiandongsun 干煸冬笋
ganbianjiding 干煸鸡丁
ganbianjiangdou 干煸豇豆
ganbianjiaobai 干煸茭白
ganbiankuguasi 干煸苦瓜丝
ganbianlianou 干煸莲藕
ganbianniunan 干煸牛腩
ganbianniurousi 干煸牛肉丝
ganbianrousi 干煸肉丝
ganbianshanbei 干煸鳝背
ganbianshanyu 干煸鳝鱼
ganbianshanyusi 干煸鳝鱼丝
ganbianshenxianxie 干煸神仙蟹
ganbiansijidou 干煸四季豆
ganbianxiansun 干煸鲜笋
ganbianxianggubiandou 干煸香菇扁豆
gancaicasubing 干菜擦酥饼
gancaimenrou 干菜焖肉
gancaokangyanghuawu 甘草抗氧化物
gancaosuanan 甘草酸铵
gancaosuansanjia 甘草酸三钾
gancaosuanyijia 甘草酸一钾
ganchaoniuhe 干炒牛河
ganchaoniurousi 干炒牛肉丝
ganfengchunyu 干风春鱼
gangaotang 肝糕汤
ganguodaipiniurou 干锅带皮牛肉
ganguojichi 干锅鸡翅
ganguolaweihebang 干锅腊味河蚌
ganguoshousibaocai 干锅手撕包菜
ganguotu 干锅兔
ganhong 干红
ganhuokaodaxia 干火靠大虾
ganjigao 疳积糕
ganjianhuangyu 干煎黄鱼
ganjianghongcha 干姜红茶
ganju 柑桔
ganjuhuazhou 干菊花粥
ganjuhuang 柑桔黄
ganjuhuang 柑橘黄
ganjuleiguozhiyinliao 柑桔类果汁饮料
ganjunangbaoguantou 柑桔嚢胞罐头
ganjuzhudu 甘菊猪肚
ganlancaiqiedingmian 橄榄菜茄丁面
ganlandunji 橄榄炖鸡
ganlanshijinchuan 甘蓝什锦串
ganlanyou 橄榄油
ganlubing 甘露饼
ganlusu 甘露酥
ganlutangchun 甘露糖醇
ganmaihongzaotang 甘麦红枣汤
ganmaihongzaozhou 甘麦红枣粥
ganmeizi 干梅子
ganningzhimaxia 甘柠芝麻虾
ganpengziji 干烹仔鸡
ganpi 干啤
ganqingningxinzangwushengqu 甘青宁新藏五省区
ganshanniurousi 干煽牛肉丝
ganshaodaxia 干烧大虾
ganshaodongsun 干烧冬笋
ganshaohebaoyu 干烧荷包鱼
ganshaojichi 干烧鸡翅
ganshaoliaocan 干烧辽参
ganshaoluobo 干烧萝卜
ganshaomingxiaqiu 干烧明虾球
ganshaoniujin 干烧牛筋
ganshaoniuroupian 干烧牛肉片
ganshaoyu 干烧鱼
ganshaoyuchi 干烧鱼翅
gansuntiangao 甘笋甜糕
gantianheiqiaokeli 甘甜黑巧克力
ganyouzhifangsuanzhi 甘油脂肪酸酯
ganzhachilinyu 干炸赤鳞鱼
ganzhahuangque 干炸黄雀
ganzhawanzi 干炸丸子
ganzhaxiezao 干炸蟹枣
ganzhoumatong 赣州麻通
ganghong 港红
ganghuisunjianxiahuangjiao 港汇笋尖虾皇饺
gaobeiguozhi 高倍果汁
gaochenggongmian 藁城贡面
gaofengyunwucha 高峰云雾茶
gaogaihutazi 高钙糊塌子
gaohecai 高河菜
gaolidousha 高力豆沙
gaolirenshenchashilihe 高丽人参茶食礼盒
gaolishentansuanyin 高丽参碳酸饮
gaolixiangjiao 高丽香蕉
gaoliyutiao 高丽鱼条
gaolianghong 高梁红
gaoliangyitang 高粱饴糖
gaolingtu 高岭土
gaomengsuanjia 高锰酸钾
gaomimizao 高密蜜枣
gaoqiaosongbing 高桥松饼
gaoqiaoyinfengcha 高桥银锋茶
gaoshengcaofennayan 高圣草酚钠盐
gaotanchunzhifangsuanzhifuhewu 高碳醇脂肪酸酯复合物
gaotangyingtaoguantou 高糖樱桃罐头
gaoweisuchang 高维苏肠
gaoxianweiyeguo 高纤维椰果
gaoyoudongtang 高邮董糖
gaoyuanlu 高原露
gedigaodianming 各地糕点名
geditangguoguantouxiaoshipin 各地糖果罐头小食品
gegenqingfeitang 葛根清肺汤
gelijiyu 蛤蜊鲫鱼
gelinsitong 格林斯通
gelunbiyakafei 哥伦比亚咖啡
gexiniuwa 鸽戏牛蛙
gezizhudutang 蛤仔猪肚汤
gengsuanyizhi 庚酸乙酯
gengzhiling 耕之灵
gongbaoanchun 宫保鹌鹑
gongbaoji 宫保鸡
gongbaojiding 宫保鸡丁
gongbaoturou 宫保兔肉
gongbaoxiaqiu 宫保虾球
gongbing 宫饼
gongcai 贡菜
gongchengshibing 恭城柿饼
gongdengyusi 宫灯鱼丝
gongjueyingtao 公爵樱桃
gongpinmahua 贡品麻花
gongtingfengweigaodian 宫廷风味糕点
gongtingpaichi 宫廷排翅
gongtingxianyu 宫庭献鱼
gongtingxiaowotou 宫廷小窝头
gouqicha 枸杞茶
gouqidunyangnao 枸杞炖羊脑
gouqihaishengedan 枸杞海参鸽蛋
gouqihefacaikaofuguantou 枸杞和发菜烤麸罐头
gouqihongzaowujitang 枸杞红枣乌鸡汤
gouqijuhuabaopaigu 枸杞菊花煲排骨
gouqilianxinjitang 枸杞莲心鸡汤
gouqilianzijitang 枸杞莲子鸡汤
gouqiniubiantang 枸杞牛鞭汤
gouqiniugantang 枸杞牛肝汤
gouqishanyaozhou 枸杞山药粥
gouqitianluotang 枸杞田螺汤
gouqiyanggangeng 枸杞羊肝羹
gouqizhou 枸杞粥
gourou 狗肉
guansuanna 谷氨酸钠
guanxiananmei 谷氨酰胺酶
guanxiananzhuananmei 谷氨酰胺转氨酶
guchencangpai 古陈仓牌
gudinghuaputaotangyigoumeizhiji 固定化葡萄糖异构酶制剂
gufakouquanduan 古法扣全端
guguhuofu 咕咕霍夫
gujiaojiding 鼓椒鸡丁
gulaorou 古老肉
gulaoyinzhen 古劳银针
guluniupai 咕噜牛排
gulurou 咕噜肉
guniupai 骨牛排
gusuiganjiangguantou 骨髓肝酱罐头
gusuizhuang 骨髓壮
gutirujiao 固体乳胶
gutishanzhayinliao 固体山楂饮料
gutongyaojiu 骨痛药酒
gutoutangersi 骨头汤饵丝
gutoutangmixian 骨头汤米线
guyucha 谷雨茶
guzhipaigu 鼓汁排骨
guzhong 古钟
guaerjiao 瓜尔胶
guafuzhiwen 寡妇之吻
guajiu 瓜酒
gualukaoya 挂炉烤鸭
guarenzaonipai 瓜仁枣泥派
guashuangwanzi 挂霜丸子
guawei 瓜萎
guaiweibairou 怪味白肉
guaiweihudou 怪味胡豆
guaiweiji 怪味鸡
guaiweijikuai 怪味鸡块
guaiweijipian 怪味鸡片
guancha 罐茶
guaneranchun 罐儿鹌鹑
guanerrou 罐儿肉
guaneryeji 罐儿野鸡
guanfei 灌肺
guanshengpaitangguo 冠生牌糖果
guanshengyuan 冠生园
guantangbao 灌汤包
guantanglongfengqiu 灌汤龙凤球
guantangxiaolongbao 灌汤小笼包
guantouli 罐头梨
guanwoyizhuyougao 观我颐猪油糕
guanxieyuyuan 灌蟹鱼圆
guanyanhongzaonailao 官燕红枣奶酪
guanganhonggao 广安烘糕
guangbing 光饼
guangdaxianglahongshaoniurouguantou 广达香辣红烧牛肉罐头
guangdongcai 广东菜
guangdongshenghainansheng 广东省海南省
guangdongsujiao 广东酥角
guangdongsupixidian 广东酥皮细点
guangdongtaosu 广东桃酥
guangdongyuebing 广东月饼
guanghanchansitu 广汉缠丝兔
guanghuankafei 光环咖啡
guanghuoxiangyou 广藿香油
guanglingwuxiangguazi 广灵五香瓜子
guangshidourongyuebing 广式豆蓉月饼
guangshimijian 广式蜜饯
guangshiwurenyuebing 广式五仁月饼
guangshiyuebing 广式月饼
guangxizhuangzuzizhiqu 广西壮族自治区
guangzhouwenchangji 广州文昌鸡
guicanshanyaozhuyao 归参山药猪腰
guifeiji 贵妃鸡
guifeijichi 贵妃鸡翅
guifeijihuoguo 贵妃鸡火锅
guifeisonghuabing 贵妃松花饼
guihuabaitangbing 桂花白糖饼
guihuachabing 桂花茶饼
guihuachizi 桂花翅子
guihuafangsu 桂花方酥
guihuaganbei 桂花干贝
guihuaguofen 桂花果粉
guihuahaizhe 桂花海蜇
guihuahetaodong 桂花核桃冻
guihuahongshaorou 桂花红烧肉
guihuajingao 桂花浸膏
guihualibing 桂花栗饼
guihualianou 桂花莲藕
guihuanuomiou 桂花糯米藕
guihuaquedan 桂花雀蛋
guihuarou 桂花肉
guihuasutang 桂花酥糖
guihuatangdali 桂花糖大栗
guihuatangniangao 桂花糖年糕
guihuaxiangjiao 桂花香蕉
guihuayutiao 桂花鱼条
guihuayuanxiao 桂花元宵
guihuazhagao 桂花楂糕
guilinmifen 桂林米粉
guilinsutang 桂林酥糖
guilvsuangai 硅铝酸钙
guilvsuanna 硅铝酸钠
guimaniurou 鬼马牛肉
guipingxishancha 桂平西山茶
guiquan 桂醛
guishancha 龟山茶
guisuangai 硅酸钙
guisuanlv 硅酸铝
guisuanyizhi 癸酸乙酯
guiyumusipaofu 鲑鱼慕斯泡芙
guiyupaigu 桂鱼排骨
guiyuandanhuachaguantou 桂圆蛋花茶罐头
guiyuanyangroubao 桂圆羊肉煲
guizhousheng 贵州省
gungunmian 棍棍麺
guobaroupian 锅巴肉片
guobasanxian 锅巴三鲜
guobaorou 锅包肉
guobiandoufu 锅煸豆腐
guodongbuding 果冻布丁
guohou 果后
guojia 果佳
guojiangdangaojuan 果酱蛋糕卷
guojiangjiaxinbing 果酱夹心饼
guojiangjiaxinbingqian 果酱夹心饼乾
guojiangqiancengpai 果酱千层派
guojiangqiaokeli 果酱巧克力
guojiangruishijuan 果酱瑞士卷
guojiangsanmingzhi 果酱三明治
guojiangsu 果酱酥
guojiao 果胶
guojiaoliejiemei 果胶裂解酶
guojiaomeizhiji 果胶酶制剂
guojiaozhimei 果胶酯酶
guokuimo 锅盔馍
guolicha 果粒茶
guolixuanfuyinliao 果粒悬浮饮料
guoliaotangfenggao 果料糖蜂糕
guolin 国林
guoqiaomixian 过桥米线
guorenjiaxindangao 果仁夹心蛋糕
guorenpaigu 果仁排骨
guorou 果肉
guoshandoufu 锅煽豆腐
guoshaobaicai 锅烧白菜
guoshaohaishen 锅烧海参
guoshaoji 锅烧鸡
guoshaoliyu 锅烧鲤鱼
guoshaoman 锅烧鳗
guoshaoya 锅烧鸭
guoshaoyeya 锅烧野鸭
guoshaozhouzi 锅烧肘子
guoshaozhutier 锅烧猪蹄儿
guoshu 国树
guoshuyaojiu 果蔬药酒
guoshuzhi 果蔬汁
guosuniurou 锅酥牛肉
guotabocai 锅塌菠菜
guotadoufu 锅塌豆腐
guotahuangyu 锅塌黄鱼
